BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
113-HR-2003,2013,3,Health,Democrat,0,0,"To amend the Federal Food, Drug, and Cosmetic Act to require the label of drugs intended for human use to contain a parenthetical statement identifying the source of any ingredient constituting or derived from a grain or starch-containing ingredient.","To amend the Federal Food, Drug, and Cosmetic Act to require the label of drugs intended for human use to contain a parenthetical statement identifying the source of any ingredient constituting or derived from a grain or starch-containing ingredient.",-0.42,-0.42,House,2003,HR,113,321.0,1.0,0,0,0,0,0.0,4379.0,0,Tim Ryan,OH,24
87-HR-10528,1962,18,International Affairs and Foreign Aid,Democrat,0,0,To amend section 620 of the Foreign Assistance Act of 1961 so as to prohibit assistance under that act to the government of any country which has not established equitable procedures for compensating U.S. citizens for loss of property by expropriation,To amend section 620 of the Foreign Assistance Act of 1961 so as to prohibit assistance under that act to the government of any country which has not established equitable procedures for compensating U.S. citizens for loss of property by expropriation,0.281,0.281,House,10528,HR,87,1901.0,1.0,0,0,0,0,0.0,18.0,1,"Abernethy, Thomas G.",MS,46
110-HR-1241,2007,20,Public Lands and Water Management,Republican,0,0,"To establish the Sacramento River National Recreation Area consisting of certain public lands administered by the Bureau of Land Management in Tehama and Shasta Counties, California, and for other purposes.","To establish the Sacramento River National Recreation Area consisting of certain public lands administered by the Bureau of Land Management in Tehama and Shasta Counties, California, and for other purposes.",0.704,0.704,House,1241,HR,110,2103.0,1.0,0,0,0,0,0.0,8033.0,0,Walter Herger,CA,71
81-HR-5819,1949,19,Government Operations,Democrat,0,0,"To amend the act of May 26, 1936, authorizing the withholding of compensation due Government personnel","To amend the act of May 26, 1936, authorizing the withholding of compensation due Government personnel",-0.535,-0.535,House,5819,HR,81,2004.0,1.0,0,0,0,0,0.0,6.0,1,"Dawson, William L.",IL,21
113-HR-3000,2013,9,Immigration,Republican,0,0,To amend the Immigration and Nationality Act to provide for additional investment visas for aliens investing in rural areas.,To amend the Immigration and Nationality Act to provide for additional investment visas for aliens investing in rural areas.,0.467,0.467,House,3000,HR,113,900.0,1.0,0,0,0,0,0.0,6570.0,0,Robert Aderholt,AL,41
99-HR-2912,1985,5,Labor and Employment,Republican,0,0,"A bill to extend, at reduced levels, training and relocation allowances under the worker adjustment assistance program until September 30, 1988.","A bill to extend, at reduced levels, training and relocation allowances under the worker adjustment assistance program until September 30, 1988.",0.493,0.493,House,2912,HR,99,502.0,1.0,0,0,0,0,0.0,1384.0,0,Howard Nielson,UT,67
102-S-3054,1992,17,Foreign Trade,Democrat,0,0,A bill to provide temporary duty-free treatment for certain digital processing units.,A bill to provide temporary duty-free treatment for certain digital processing units.,-0.16,-0.16,Senate,3054,S,102,1807.0,1.0,0,0,0,0,1.0,0.0,1,Lloyd Bentsen,TX,49
96-HR-5973,1979,1,Macroeconomics,Democrat,1,1,"A bill to amend the Internal Revenue Code of 1954 to waive in certain cases the residency requirements for deductions or exclusions of individuals living abroad, to allow the tax-free rollover of certain distributions from money purchase pension plans, and for other purposes.","A bill to amend the Internal Revenue Code of 1954 to waive in certain cases the residency requirements for deductions or exclusions of individuals living abroad, to allow the tax-free rollover of certain distributions from money purchase pension plans, and for other purposes.",-0.378,-0.378,House,5973,HR,96,107.0,2.0,1,1,1,0,0.0,2904.0,1,Daniel Rostenkowski,IL,21
91-S-716,1969,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend section 315(b) of title 43, United States Code, to provide the cost factors which shall be taken into consideration in determining the grazing fees which will be imposed for use of public lands","A bill to amend section 315(b) of title 43, United States Code, to provide the cost factors which shall be taken into consideration in determining the grazing fees which will be imposed for use of public lands",-0.205,-0.205,Senate,716,S,91,2103.0,1.0,0,0,0,0,0.0,0.0,0,"McGee, Gale W.",WY,68
93-HR-15607,1974,5,Labor and Employment,Democrat,0,0,A bill to extend for 1 year the suspension of the 120-percent criterion for State on and off indicators for purposes of the Federal-State Extended Enemployment Compensation Act of 1970.,"A bill to extend for 1 year the suspension of the 120-percent criterion for State """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""on"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""off"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" indicators for purposes of the Federal-State Extended Enemployment Compensation Act of 1970.",-0.372,-0.372,House,15607,HR,93,503.0,1.0,0,0,0,0,0.0,716.0,1,Hugh Carey,NY,13
114-HR-2465,2015,6,Education,Republican,0,0,"To amend title 38, United States Code, to make certain improvements to the monthly housing stipend payable under the Post-9/11 Educational Assistance Program of the Department of Veterans Affairs.","To amend title 38, United States Code, to make certain improvements to the monthly housing stipend payable under the Post-9/11 Educational Assistance Program of the Department of Veterans Affairs.",0.23,0.23,House,2465,HR,114,601.0,1.0,0,0,0,0,0.0,728.0,0,David Jolly,FL,43
83-HR-4604,1953,12,Social Welfare,Democrat,0,0,To amend the Social Security Act to permit individuals entitled to old-age or survivors insurance benefits to earn $100 a month without deductions being made from their benefits.,To amend the Social Security Act to permit individuals entitled to old-age or survivors insurance benefits to earn $100 a month without deductions being made from their benefits.,0.078,0.078,House,4604,HR,83,1303.0,1.0,0,0,0,0,0.0,11.167,1,"Whitten, Jamie L.",MS,46
92-HR-16747,1972,12,Social Welfare,Republican,0,0,"To provide for the humane care, treatment, habilitation and protection of the mentally retarded in residential facilities through the establishment of strict quality operation and control standards and the support of the implementation of such standards by Federal assistance, to establish State plans which require a survey of need for assistance to residential facilities to enable them to be in compliance with such standards, seek to minimize inappropriate admissions to residential facilities and develop strategies which simulate the development of regional and community programs for the mentally retarded which include the integration of such residential facilities, and for other purposes","To provide for the humane care, treatment, habilitation and protection of the mentally retarded in residential facilities through the establishment of strict quality operation and control standards and the support of the implementation of such standards by Federal assistance, to establish State plans which require a survey of need for assistance to residential facilities to enable them to be in compliance with such standards, seek to minimize inappropriate admissions to residential facilities and develop strategies which simulate the development of regional and community programs for the mentally retarded which include the integration of such residential facilities, and for other purposes",0.08,0.08,House,16747,HR,92,1304.0,1.0,0,0,0,0,0.0,4.0,1,"Railsback, Thomas F.",IL,21
97-HR-5906,1982,20,Public Lands and Water Management,Democrat,1,0,"A bill to amend title III of the Outer Continental Shelf Lands Act Amendments of 1978 to clarify provisions relating to claims, financial responsibility, and civil penalties.","A bill to amend title III of the Outer Continental Shelf Lands Act Amendments of 1978 to clarify provisions relating to claims, financial responsibility, and civil penalties.",-0.436,-0.436,House,5906,HR,97,2103.0,2.0,0,1,0,0,0.0,3641.0,1,Gerry Studds,MA,3
89-HR-9801,1965,7,Environment,Democrat,0,0,To amend the Northern Pacific Halibut Act in order to provide certain facilities for the International Pacific Halibut Commission,To amend the Northern Pacific Halibut Act in order to provide certain facilities for the International Pacific Halibut Commission,-0.41,-0.41,House,9801,HR,89,709.0,1.0,0,0,0,0,0.0,0.0,1,"Adams, Brock",WA,73
101-HR-706,1989,3,Health,Democrat,0,0,"To establish certain grants programs relating to acquired immune deficiency syndrome among intravenous substance abusers, and for other purposes.","To establish certain grants programs relating to acquired immune deficiency syndrome among intravenous substance abusers, and for other purposes.",-0.524,-0.524,House,706,HR,101,331.0,1.0,0,0,0,0,0.0,6507.0,0,Charles Rangel,NY,13
100-S-2348,1988,19,Government Operations,Democrat,0,0,"A bill to amend title 31, United States Code, to permit the Comptroller General of the United States to review and decide protests of Federal Government employees relating to converting to contractor performance certain functions performed by such employees.","A bill to amend title 31, United States Code, to permit the Comptroller General of the United States to review and decide protests of Federal Government employees relating to converting to contractor performance certain functions performed by such employees.",-0.308,-0.308,Senate,2348,S,100,2004.0,1.0,0,0,0,0,0.0,0.0,1,David Pryor,AR,42
