BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
106-S-435,1999,1,Macroeconomics,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to allow the Secretary of the Treasury to waive the contemporaneous substantiation requirement for deduction of charitable contributions in certain cases.,0.58,Senate,WY,1999-02-22
107-S-1849,2001,19,Government Operations,Democrat,0,0,"A bill for the relief of Thomas J. Sansone, Jr.",-0.377,Senate,NY,2001-12-19
105-S-387,1997,17,Foreign Trade,Republican,0,0,A bill to amend the Internal Revenue Code of 1986 to provide equity to exports of software.,0.395,Senate,UT,1997-03-03
103-HR-4443,1994,10,Transportation,Democrat,0,0,To authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel WOLF GANG II.,-0.522,House,WA,1994-05-17
101-HR-2216,1989,3,Health,Republican,0,0,"To amend the medical assistance program under title XIX of the Social Security Act to increase coverage for pregnant women and infants and for childhood immunizations, and for other purposes.",0.344,House,IL,1989-05-03
96-HR-6166,1979,15,Defense,Democrat,0,0,"A bill to amend title 38, United States Code, to provide for disbursement of unused chapter 32 contributions upon the death of the participant.",-0.167,House,NC,1979-12-18
83-HR-2993,1953,19,Government Operations,Republican,0,0,"To regulate the hours of service, compensatory time, and overtime in the field service of the Post Office Department",0.113,House,WI,
101-HR-988,1989,15,Defense,Republican,1,0,Entitled the Camp W.G. Williams Land Exchange Act of 1989.,0.493,House,UT,1989-02-09
85-HR-7779,1957,18,International Affairs and Foreign Aid,Republican,1,1,To authorize free transit at the Panama Canal for vessels operated by State nautical school.,0.09,House,CA,
81-HR-5760,1949,20,Public Lands and Water Management,Republican,0,0,"To change the names of Ice Harbor Dam, Lower Monumental Dam, Little Goose Dam, and Lower Granite Dam on the Snake River .to the Whitman Lock and Dam, Lewis Lock and Dam, Clark Lock and Dam, and the Spalding Lock and Dam, respectively, and for other purpos",0.121,House,WA,
90-HR-2093,1967,15,Defense,Democrat,0,0,"To amend section 312 of title 38, United States Code, by providing a 1year presumptive period of service connection for malignant tumors (cancer) which develop within 5 years from the date of separation from active service",-0.297,House,NY,
84-S-2055,1955,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,"A bill to amend the Federal Trade Commission Act, as amended by the McGuire Act, so as to declare it to be an unfair method of competition for manufacturers or distributors of commodities subject to resale-price-maintenance contracts to willfully and know",0.42,Senate,IN,
85-HR-6958,1957,20,Public Lands and Water Management,Republican,0,0,To provide that certain lands shall be held in trust for the Oglala Sioux Tribe in South Dakota.,0.408,House,SD,
90-HR-5800,1967,19,Government Operations,Democrat,0,0,"To strengthen intergovernmental cooperation and the administration of grant-in-aid programs, to extend States and local merit systems to additional programs financed by Federal funds, to provide grants for improvement of State and local personnel administration, to authorize Federal assistance in training State and local employees, to provide grants to State and local governments for training of their employees, to authorize interstate compacts for personnel and training activities, to facilitate the interchange of Federal, State, and local personnel, and for other purposes",-0.387,House,NY,
89-HR-9725,1965,15,Defense,Republican,0,0,"To amend title 38, United States Code, in order to provide special indemnity insurance for members of the Armed Farces serving in combat zones",0.16,House,KY,
111-HR-6387,2010,19,Government Operations,Democrat,1,1,"To designate the facility of the United States Postal Service located at 337 West Clark Street in Eureka, California, as the Sam Sacco Post Office Building.",-0.415,House,CA,2010-09-29
98-S-2452,1984,3,Health,Democrat,0,0,A bill to revise and extend programs for the delivery of health services.,-0.485,Senate,MA,1984-03-20
103-S-413,1993,19,Government Operations,Democrat,0,0,A bill to provide that the cost of living adjustment to increase the rate of pay for Members of Congress in calendar year 1994 shall not take effect.,-0.605,Senate,MN,1993-02-24
85-HR-5928,1957,19,Government Operations,Republican,0,0,"To amend the Federal Employers Compensation Act, approved September 17, 1916, as amended, by providing for reimbursement of expenditures from the Employeers Compensation Fund by Federal employing agencies, and for other purposes.",0.411,House,NY,
102-HR-5450,1992,12,Social Welfare,Republican,0,0,To repeal the Americans with Disabilities Act of 1990.,0.362,House,OK,1992-06-22
94-S-1465,1975,3,Health,Republican,0,0,A bill to amend title XVIII of the Social Security Act so as to clarify the meaning of the term outpatient physical therapy services in so far as such term includes speech pathology services provided by certain persons.,0.374,Senate,TN,1975-04-17
81-HR-913,1949,15,Defense,Democrat,0,0,"To amend the income limitation governing the granting of pension to veterans and death pension benefits to widows and children of veterans, and for other purposes .",0.283,House,MS,
92-HR-7047,1971,19,Government Operations,Democrat,0,0,To amend section 410 of the Communications Act of 1934 to permit the Federal Communications Commission to pay the expenses of certain State officials serving in joint hearings with the Commission,-0.32,House,PA,
92-HR-14613,1972,4,Agriculture,Republican,0,0,To amend the Taylor Grazing Act to increase the amount of certain revenue returned to the State,0.5,House,AZ,
91-S-2842,1969,19,Government Operations,Republican,0,0,"A bill to amend title 5, United States Code, to assist Government employees in preparing for retirement",0.062,Senate,VT,
108-S-2528,2004,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,"A bill to restore civil liberties under the First Amendment, the Immigration and Nationality Act, and the Foreign Intelligence Surveillance Act, and for other purposes.",-0.493,Senate,MA,2004-06-16
83-HR-7763,1954,1,Macroeconomics,Republican,0,0,"To amend certain sections of chapter 21 of the Internal Revenue Code, and for other purposes",0.213,House,CA,
96-HR-4149,1979,5,Labor and Employment,Democrat,0,0,"A bill to amend the Tax Reform Act of 1976 to provide that certain individuals who retired before January 1, 1977, shall be entitled to exclude disability payments under section 105(d) of the Internal Revenue Code of 1954 without regard to the income limitation in such section, and for other purposes.",-0.139,House,FL,1979-05-21
113-HR-697,2013,20,Public Lands and Water Management,Republican,1,1,"To provide for the conveyance of certain Federal land in Clark County, Nevada, for the environmental remediation and reclamation of the Three Kids Mine Project Site, and for other purposes.",0.54,House,NV,2013-02-14
92-HR-13742,1972,19,Government Operations,Democrat,0,0,"To create the position of ombudsman, and for other purposes",-0.46,House,WI,
101-S-2367,1990,4,Agriculture,Democrat,0,0,"A bill to provide a price support program for the 1991 through 1995 crops of cotton, rice and oilseeds.",-0.334,Senate,AR,1990-03-29
104-HR-2838,1995,7,Environment,Republican,0,0,"To amend the Solid Waste Disposal Act to provide congressional authorization for State and local flow control authority over solid waste, and for other purposes.",0.18,House,NJ,1995-12-22
97-S-1023,1981,15,Defense,Republican,0,0,"A bill to amend title 10, United States Code, to permit improved and more flexible contracting procedures for the Department of Defense, to permit the Department of Defense to use multiyear procurement contracts under less restrictive conditions, and for other purposes.",0.406,Senate,SC,1981-04-29
94-HR-14931,1976,20,Public Lands and Water Management,Democrat,0,0,A bill to convey certain Federal-owned land known as the Yardeka School land to the Creek Nation of Oklahoma.,-0.15,House,OK,1976-07-28
85-HR-12544,1958,20,Public Lands and Water Management,Democrat,0,0,To provide for the establishment of the Fort Griffin National Monument,0.177,House,TX,
91-S-3704,1970,20,Public Lands and Water Management,Democrat,0,0,"A bill to authorize the Secretary of Health, Education, and Welfare to enter into an agreement with the Roosevelt Campobello International Park Commission extending to employees of such Commission who reside in the United States but work in Canada, covera",-0.43,Senate,ME,
87-S-394,1961,12,Social Welfare,Democrat,0,0,A bill to amend the Randolph-Sheppani Vending Stand Act.,-0.266,Senate,WV,
107-S-2429,2002,1,Macroeconomics,Republican,0,0,"A bill to amend the Internal Revenue Code of 1986 to allow an above-the-line deduction from certain expenses in connection with the determination, collection, or refund of any tax.",0.454,Senate,AR,2002-04-30
113-S-233,2013,19,Government Operations,Democrat,0,1,"A bill to designate the facility of the United States Postal Service located at 815 County Road 23 in Tyrone, New York, as the Specialist Christopher Scott Post Office Building.",-0.478,Senate,NY,2013-02-07
96-HR-1335,1979,10,Transportation,Republican,0,0,"A bill to amend subtitle IV of title 49, United States Code, to provide assistance in rebuilding the Nation's railroad rights-of-way, and for other purposes.",-0.07,House,MA,1979-01-24
84-S-3433,1956,10,Transportation,Republican,0,0,"A bill to amend the Federal Highway Act to provide for the inclusion in the Federal aid highway system of certain parkways, notwithstanding tolls are collected for use thereof",0.046,Senate,NY,
