ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
12991,4,Agriculture,0.90,"The bill focuses on providing sanitation facilities for migratory farm laborers, which falls under the category of Agriculture.",261,46
12992,4,Agriculture,0.90,"The bill focuses on providing sanitation facilities for migratory farm laborers, which falls under the category of Agriculture.",270,46
12993,3,Health,0.90,"The bill focuses on amending the Public Health Service Act to address sanitation facilities for migratory farm laborers, falling under the Health category.",266,52
12994,4,Agriculture,0.98,,1622,15
12995,3,Health,0.98,,1534,15
12996,3,Health,0.92,,1653,15
12997,4,Agriculture,0.85,,242,6
12998,4,Agriculture,0.85,,244,18
12999,4,Agriculture,0.85,,251,18
13000,4,Agriculture,0.85,,263,18
13001,4,Agriculture,0.85,,258,18
13002,4,Agriculture,0.85,,260,18
13003,4,Agriculture,0.85,"The bill focuses on assisting farmers, which directly relates to the agriculture sector, in providing sanitation facilities for migratory farm laborers.",262,49
13004,4,Agriculture,0.85,"The bill focuses on assisting farmers, which directly relates to the agriculture sector, in providing sanitation facilities for migratory farm laborers.",270,49
13005,4,Agriculture,0.85,"The bill focuses on assisting farmers, which directly relates to agriculture, by providing adequate sanitation facilities for migratory farm laborers.",267,48
13006,4,Agriculture,0.89,,1626,18
13007,4,Agriculture,0.88,,1538,18
13008,4,Agriculture,0.89,,1657,18
13009,12,Social Welfare,0.95,,238,6
13010,12,Social Welfare,0.85,,241,19
13011,12,Social Welfare,0.85,,248,19
13012,12,Social Welfare,0.85,,260,19
13013,12,Social Welfare,0.95,,255,19
13014,12,Social Welfare,0.85,,257,19
13015,12,Social Welfare,0.90,"The bill focuses on improving benefits for survivors of veterans, which falls under social welfare issues.",259,42
13016,12,Social Welfare,0.90,"The bill focuses on improving benefits for survivors of veterans, which falls under social welfare issues.",268,42
13017,12,Social Welfare,0.95,"The bill focuses on improving benefits for survivors of veterans, which falls under social welfare issues.",264,42
13018,15,Defense,0.95,,1620,15
13019,12,Social Welfare,0.98,,1532,15
13020,15,Defense,0.95,,1651,15
13021,12,Social Welfare,0.85,,240,6
13022,12,Social Welfare,0.90,,242,18
13023,12,Social Welfare,0.95,,249,18
13024,12,Social Welfare,0.95,,261,18
13025,12,Social Welfare,0.95,,256,18
13026,12,Social Welfare,0.95,,258,18
13027,12,Social Welfare,0.85,"The bill focuses on improving and enhancing benefits for survivors of veterans, which aligns with social welfare programs aimed at supporting individuals in need.",260,49
13028,12,Social Welfare,0.90,"The bill aims to improve and enhance benefits for survivors of veterans, which falls under the category of Social Welfare as it deals with support and benefits for individuals in need.",268,56
13029,12,Social Welfare,0.95,"The bill aims to improve and enhance benefits for survivors of veterans, which falls under social welfare as it pertains to providing support and benefits to a specific group in need.",265,56
13030,12,Social Welfare,0.95,,1624,18
13031,12,Social Welfare,0.90,,1536,18
13032,15,Defense,0.94,,1655,18
13033,4,Agriculture,0.95,,235,6
13034,4,Agriculture,0.95,,238,19
13035,4,Agriculture,0.95,,245,19
13036,4,Agriculture,0.95,,257,19
13037,4,Agriculture,0.95,,252,19
13038,4,Agriculture,0.95,,254,19
13039,4,Agriculture,0.95,The bill focuses on amending agricultural legislation related to peanut acreage allotments.,256,40
13040,4,Agriculture,0.95,"The bill pertains to amending the Agricultural Adjustment Act of 1938, specifically related to peanut acreage allotments, indicating it falls under the Agriculture category.",265,57
13041,4,Agriculture,0.95,"The bill focuses on amending the Agricultural Adjustment Act of 1938, specifically related to peanut acreage allotments, indicating it falls under the Agriculture category.",261,56
13042,4,Agriculture,0.98,,1617,15
13043,4,Agriculture,0.98,,1529,15
13044,4,Agriculture,0.95,,1648,15
13045,4,Agriculture,0.95,,237,6
13046,4,Agriculture,0.95,,239,18
13047,4,Agriculture,0.95,,246,18
13048,4,Agriculture,0.95,,258,18
13049,4,Agriculture,0.95,,253,18
13050,4,Agriculture,0.95,,255,18
13051,4,Agriculture,0.95,"The bill pertains to the amendment of the Agricultural Adjustment Act of 1938 to authorize the transfer of peanut acreage allotments, which directly relates to agricultural policy and management.",257,57
13052,4,Agriculture,0.95,"The bill pertains to the amendment of the Agricultural Adjustment Act of 1938 to authorize the transfer of peanut acreage allotments, which directly relates to agricultural policy and management.",265,57
13053,4,Agriculture,0.95,"The bill pertains to the amendment of the Agricultural Adjustment Act of 1938 to authorize the transfer of peanut acreage allotments, which directly relates to agricultural policy and management.",262,57
13054,4,Agriculture,0.98,,1621,18
13055,4,Agriculture,0.98,,1533,18
13056,4,Agriculture,0.98,,1652,18
13057,15,Defense,0.85,,243,6
13058,15,Defense,0.85,,246,19
13059,15,Defense,0.85,,253,19
13060,15,Defense,0.85,,265,19
13061,15,Defense,0.85,,260,19
13062,15,Defense,0.85,,262,19
13063,15,Defense,0.85,"The bill focuses on enhancing border security in the maritime environment, which falls under the Defense category.",264,43
13064,15,Defense,0.85,"The bill focuses on enhancing border security in the maritime environment, which falls under the Defense category.",273,43
13065,15,Defense,0.85,"The bill focuses on enhancing border security in the maritime environment, which falls under the Defense category.",269,43
13066,15,Defense,0.98,,1625,15
13067,15,Defense,0.98,,1537,15
13068,15,Defense,0.95,,1656,15
13069,9,Immigration,0.85,,245,6
13070,11,"Law, Crime, and Family Issues",0.95,,247,18
13071,9,Immigration,0.95,,254,18
13072,9,Immigration,0.85,,266,18
13073,9,Immigration,0.90,,261,18
13074,9,Immigration,0.85,,263,18
13075,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to the identification of suspected individuals, including terrorists, which falls under the domain of law enforcement and crime prevention.",265,48
13076,9,Immigration,0.95,"The bill focuses on enhancing border security through mobile biometric identification, which is directly related to immigration control and management.",273,45
13077,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to the use of biometric identification to enhance border security, which falls under the category of Law, Crime, and Family Issues.",270,51
13078,9,Immigration,0.95,,1629,18
13079,9,Immigration,0.94,,1541,18
13080,9,Immigration,0.94,,1660,18
13081,17,Foreign Trade,0.90,,231,6
13082,17,Foreign Trade,0.85,,234,19
13083,17,Foreign Trade,0.85,,241,19
13084,17,Foreign Trade,0.85,,253,19
13085,17,Foreign Trade,0.85,,248,19
13086,17,Foreign Trade,0.85,,250,19
13087,17,Foreign Trade,0.85,"The bill aims to promote international trade, making it most closely related to Foreign Trade.",252,41
13088,17,Foreign Trade,0.85,"The bill aims to encourage international trade, making it fall under the Foreign Trade category.",261,41
13089,17,Foreign Trade,0.85,"The bill aims to encourage international trade, making it most closely related to Foreign Trade.",257,41
13090,17,Foreign Trade,0.95,,1613,19
13091,17,Foreign Trade,0.98,,1525,15
13092,17,Foreign Trade,0.85,,1644,15
13093,17,Foreign Trade,0.95,,234,6
13094,17,Foreign Trade,0.95,,236,18
13095,17,Foreign Trade,0.95,,243,18
13096,17,Foreign Trade,0.95,,255,18
13097,17,Foreign Trade,0.95,,250,18
13098,17,Foreign Trade,0.95,,252,18
13099,17,Foreign Trade,0.95,"The bill aims to encourage the growth of international trade, which directly relates to foreign trade.",254,41
13100,17,Foreign Trade,0.95,"The bill aims to encourage the growth of international trade, which directly aligns with the category of Foreign Trade.",262,44
13101,17,Foreign Trade,0.95,"The bill aims to encourage the growth of international trade, which directly aligns with the category of Foreign Trade.",259,44
13102,17,Foreign Trade,0.95,,1618,18
13103,17,Foreign Trade,0.95,,1530,14
13104,17,Foreign Trade,0.95,,1649,18
13105,12,Social Welfare,0.95,,266,6
13106,3,Health,0.95,,269,19
13107,3,Health,0.85,,276,19
13108,3,Health,0.85,,288,19
13109,3,Health,0.85,,283,19
13110,3,Health,0.95,,285,19
13111,3,Health,0.95,"The bill focuses on providing continued operation of Public Health Service hospitals, indicating a health-related issue.",287,43
13112,3,Health,0.90,"The bill focuses on providing continued operation of Public Health Service hospitals, indicating a health-related issue.",296,43
13113,3,Health,0.95,"The bill focuses on providing continued operation of Public Health Service hospitals, indicating a health-related issue.",292,43
13114,3,Health,0.90,,1648,15
13115,3,Health,0.98,,1560,15
13116,3,Health,0.95,,1679,15
13117,3,Health,0.95,,268,6
13118,3,Health,0.95,,270,18
13119,3,Health,0.95,,277,18
13120,3,Health,0.95,,289,18
13121,3,Health,0.95,,284,18
13122,3,Health,0.95,,286,18
13123,3,Health,0.95,"The bill focuses on the continued operation of Public Health Service hospitals, which directly pertains to health services and infrastructure.",288,45
13124,3,Health,0.95,"The bill focuses on the continued operation of Public Health Service hospitals, which directly pertains to the health sector.",296,44
13125,3,Health,0.95,"The bill pertains to the continued operation of Public Health Service hospitals, which directly relates to the health sector.",293,44
13126,3,Health,0.95,,1652,18
13127,3,Health,0.95,,1564,18
13128,3,Health,0.95,,1683,18
13129,12,Social Welfare,0.85,,229,6
13130,5,Labor and Employment,0.85,,232,19
13131,5,Labor and Employment,0.85,,239,19
13132,12,Social Welfare,0.85,,251,19
13133,5,Labor and Employment,0.85,,246,19
13134,12,Social Welfare,0.85,,248,19
13135,5,Labor and Employment,0.85,"The bill pertains to labor and employment issues, specifically extending the period for filing proof of support for dependents of insured workers.",250,50
13136,12,Social Welfare,0.85,"The bill pertains to extending support for dependents of insured workers, which falls under social welfare issues.",259,45
13137,5,Labor and Employment,0.85,The bill pertains to labor and employment by extending the period for filing proof of support by dependents of insured workers.,255,48
13138,12,Social Welfare,0.90,,1611,15
13139,12,Social Welfare,0.95,,1523,15
13140,5,Labor and Employment,0.90,,1642,15
13141,12,Social Welfare,0.85,,231,6
13142,12,Social Welfare,0.85,,233,18
13143,12,Social Welfare,0.85,,240,18
13144,12,Social Welfare,0.85,,252,18
13145,12,Social Welfare,0.85,,247,18
13146,5,Labor and Employment,0.85,,249,18
13147,12,Social Welfare,0.85,"The bill pertains to extending the period for filing proof of support by dependents of insured workers, which aligns with social welfare issues related to benefits and support for individuals.",251,56
13148,12,Social Welfare,0.85,"The bill pertains to extending the period for filing proof of support by dependents of insured workers, which aligns with social welfare issues related to benefits and support for individuals.",259,56
13149,12,Social Welfare,0.90,"The bill pertains to extending the period for filing proof of support by dependents of insured workers, which is closely related to social welfare programs and benefits.",256,53
13150,12,Social Welfare,0.89,,1615,18
13151,12,Social Welfare,0.90,,1527,18
13152,12,Social Welfare,0.94,,1646,18
13153,12,Social Welfare,0.95,,279,6
13154,12,Social Welfare,0.85,,282,19
13155,12,Social Welfare,0.95,,289,19
13156,12,Social Welfare,0.95,,301,19
13157,12,Social Welfare,0.85,,296,19
13158,12,Social Welfare,0.95,,298,19
13159,12,Social Welfare,0.90,"The bill focuses on amending the Social Security Act to provide increases in benefits and improvements in various health programs, indicating a focus on social welfare.",300,53
13160,12,Social Welfare,0.90,"The bill focuses on amending the Social Security Act to provide increases in benefits and improvements in various healthcare programs, indicating a focus on social welfare.",309,53
