BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
90-HR-14723,1968,5,Labor and Employment,Democrat,0,0,"To amend section 302(c) of the Labor-Management Relations Act of 1947 to permit employer contributions to trust funds to provide employees, their families, and dependents with scholarships for study at educational institutions or the establishment of child care centers for preschool and school-age dependents of employees",-0.475,House,PA
84-HR-12117,1956,20,Public Lands and Water Management,Republican,0,0,To provide that the Secretary of the Interior shall investigate and report to Congress as to the advisability of establishing Fort De Soto as a national memorial.,0.257,House,FL
113-HR-1518,2013,7,Environment,Republican,0,0,"To amend the Horse Protection Act to designate additional unlawful acts under the Act, strengthen penalties for violations of the Act, improve Department of Agriculture enforcement of the Act, and for other purposes.",0.509,House,KY
89-HR-12503,1966,6,Education,Democrat,0,0,"To enhance .the benefits of service in the Armed Forces-of the United States and-, further extend the benefits of higher education by providing a broad program of educational benefits for veterans of service after January 31, 1955, and certain members, of the Armed Forces and for other purposes",-0.29,House,NY
104-HR-4177,1996,8,Energy,Republican,0,0,"To extend the deadline under the Federal Power Act applicable to the construction of the AuSable Hydroelectric Project in New York, and for other purposes.",0.331,House,NY
100-HR-4633,1988,19,Government Operations,Republican,0,0,"A bill to amend title 5, United States Code, with respect to fixing initial rates of pay for individuals who are appointed to positions within the Department of Agriculture after certain employment on the county level.",0.288,House,MO
114-S-577,2015,8,Energy,Republican,0,0,A bill to amend the Clean Air Act to eliminate the corn ethanol mandate for renewable fuel.,0.623,Senate,PA
84-HR-11582,1956,18,International Affairs and Foreign Aid,Democrat,0,0,To amend the Administrative Procedure Act and the Communist Control Act of 1954 so as to provide for a passport review procedure and to prohibit the issuance of passports to persons going or staying abroad to support the Communist movement; and for other ,-0.166,House,PA
92-HR-2566,1971,15,Defense,Democrat,1,0,"To authorize the Secretary of the Army, or his designee, to convey to the State of Texas certain lands at the Fort Bliss Military Reservation in exchangefor certain other lands.",-0.05,House,TX
90-HR-1117,1967,11,"Law, Crime, and Family Issues",Democrat,0,0,"To amend title 28, United States Code, to permit the Attorney General of the United States and State attorneys general to obtain orders from U.S. district courts placing reasonable limitations on the conduct of certain public mass demonstrations",-0.275,House,IL
86-HR-9138,1959,12,Social Welfare,Republican,0,0,Amending title 17 of the Social Security Act to permit certain children to receive benefits thereunder on the basis of the wages and self-employment income of an individual who has stood in loco parentis with respect to them for at least 5 years preceding,-0.176,House,NY
107-HR-1536,2001,6,Education,Democrat,0,0,"To amend the Elementary and Secondary Education Act of 1965 to provide grants to local educational agencies to encourage girls to pursue studies and careers in science, mathematics, engineering, and technology.",-0.555,House,CA
102-HR-4570,1992,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,0,0,"To amend the Civil Liberties Act of 1988, and for other purposes.",0.429,House,PA
91-S-1191,1969,15,Defense,Democrat,0,0,"A bill to authorize appropriations during the fiscal year 1969 for procurement of aircraft for the Armed Forces, and for other purposes",0.085,Senate,MS
86-HR-12751,1960,3,Health,Democrat,0,0,"To amend chapter 11 of title 38, United States Code, to provide that certain medical questions involved in veterans claims shall be referred to medical panels appointed by the Director of the National Institutes of Health",0.072,House,TX
88-HR-5214,1963,19,Government Operations,Democrat,0,0,To prohibit the printing and distribution of annual wall calendars for Members of the House of Representatives,0.122,House,MO
114-HR-4804,2016,11,"Law, Crime, and Family Issues",Democrat,0,0,"To provide for a task force within the FBI to deal with certain malicious and false threats in order made to obtain a response by law enforcement, and for other purposes.",-0.225,House,NY
114-HR-1052,2015,20,Public Lands and Water Management,Democrat,0,0,"To amend the Wild and Scenic Rivers Act to designate segments of the Molalla River in the State of Oregon as components of the National Wild and Scenic Rivers System, and for other purposes.",-0.199,House,OR
107-S-3125,2002,19,Government Operations,Republican,0,0,A bill to designate God Bless America as the national song of the United States.,0.446,Senate,KS
91-HR-9252,1969,20,Public Lands and Water Management,Democrat,0,0,"To authorize the Secretary of the Interior to construct, operate, and main tain the Touchet division, Walla Wallaproject, Oregon-Washington, and forother purposes",-0.29,House,WA
80-HR-4565,1947,15,Defense,Democrat,0,0,Making appropriations to provide supplemental funds for the Department of the Navy and the Department of the Air Force,0.026,House,LA
92-HR-3852,1971,15,Defense,Democrat,0,0,To amend the Dependents Assistance Act of 1960 in order to make members of the Reserve and National17733852-3891Guard ordered to active duty for training for periods of 30 clays or more eligible for quarters allowances and to make allotments,-0.66,House,CA
102-HR-2030,1991,3,Health,Democrat,0,0,"To amend the Public Health Service Act to provide for the development and dissemination of model programs for the treatment of drug abuse, and for other purposes.",-0.13,House,OH
88-S-1767,1963,15,Defense,Republican,1,1,"A bill to authorize the Secretary of the Army to convey a certain parcel of land to the State of Delaware, and for other purposes.",0.661,Senate,DE
114-HR-3556,2015,20,Public Lands and Water Management,Democrat,0,0,"To prepare the National Park Service for its Centennial in 2016 and for a second century of protecting our national parks' natural, historic, and cultural resources for present and future generations, and for other purposes.",-0.6,House,AZ
106-HR-1913,1999,4,Agriculture,Democrat,0,0,To authorize registration of Canadian pesticides for agricultural crops.,-0.257,House,ND
113-HR-5475,2014,3,Health,Republican,0,0,"To amend title 38, United States Code, to improve the care provided by the Secretary of Veterans Affairs to newborn children.",0.67,House,GA
87-HR-9491,1962,20,Public Lands and Water Management,Republican,1,1,"To provide for the removal of an encumbrance on the title of certain real property heretofore conveyed to the Board of Education of the Vallejo School District, Vallejo, Calif., by the U.S. Housing Corporation",0.054,House,CA
91-S-3958,1970,19,Government Operations,Democrat,0,1,A bill to adjust the pay of the police forces at Washington and Dulles Airports,-0.205,Senate,WY
88-HR-3714,1963,15,Defense,Republican,0,0,"To amend title 38, United States Code, to provide for the payment o pensions to widows and children of World War 1 veterans",0.113,House,WI
101-HR-5142,1990,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to make certain changes in the benefit computation rules enacted in the Social Security Amendments of 1977 as they apply to workers attaining age 65 in or after 1982 (and related beneficiaries) and to provide for increases in their benefits accordingly, to remove the limitation upon the amount of outside income which an individual may earn while receiving benefits thereunder, to allow earnings in determining substantial gainful activity of all disabled beneficiaries at levels currently allowed only for blind individuals, and to provide for payment of a benefit for the month of the recipient's death.",-0.374,House,FL
92-HR-14888,1972,20,Public Lands and Water Management,Democrat,0,0,To establish a commission to investigate and study the practice of clearcutting of timber resources of the United States on Federal lands,-0.54,House,MN
114-S-1307,2015,15,Defense,Democrat,0,0,"A bill to amend section 1105 of title 31, United States Code, to require that the annual budget submissions of the Presidents include the total dollar amount requested for intelligence or intelligence related activities of each element of the Government engaged in such activities.",-0.313,Senate,OR
98-S-1723,1983,17,Foreign Trade,Republican,0,0,"A bill to redesignate the United States Trade Representative as the President's Representative for Trade Negotiations, and for other purposes.",0.317,Senate,GA
111-S-1505,2009,5,Labor and Employment,Democrat,0,0,"A bill to provide immigration reform by securing America's borders, clarifying and enforcing existing laws, and enabling a practical employer verification program, and for other purposes.",-0.22,Senate,AR
108-HR-3224,2003,6,Education,Republican,0,0,"To provide for the issuance of the Office of the Secretary of Defense Exceptional Public Service Award to journalists who accompanied units of the United States Armed Forces or coalition partners into Iraq during Operation Iraqi Freedom, a process referred to as embedding, in order to provide first-hand and timely reports on the progress of the United States and coalition forces and the liberation of the Iraqi people.",0.835,House,CA
100-S-1548,1987,3,Health,Republican,0,0,"A bill to amend section 1886 of the Social Security Act to require that certain hospitals be classified as being located in an urban area for purposes of determining payments under the medicare program for inpatient hospital services furnished by such hospitals, and to require that certain hospitals be treated in the same manner as a hospital located within a particular geographic area for purposes of making such determination.",0.307,Senate,IN
